text,num_pages,category
"BUREAU D'ETUDE KYNAN INGENIERIE 62 Bis Avenue Henri Ginoux 92120 MONTROUGE Tel : 01 72 69 01 88 K KYNAN I NGEERIE Email : contact@kynan-ingenierie.fr AUDIT ÉNERGÉTIQUE GEAUFFROY Odette N° DE DOSSIER : TH-164 01771 Objet du présent audit L'Audit énergétique a été établi à la demande du bénéficiaire, afin de l'accompagner dans son projet de rénovation énergétique globale. Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Incerit all Drc do DADIC Siret ADE 7112 R cigan contact@kynan-ingenierie.fr GEAUFFROY Odette N° DE DOSSIER : TH-164 01771",175,audit
"RGE KYNAN OPOiBi Bureau d'études Technique & Ingénierie Fluides et Thermique L'INGÉNIERIE \QUALIFIÉE Efficacité énergétique 1. CARACTRESTIQUES PRINCIPALES : Désignation Valeur Type de bâtiment Maison individuelle Année de construction 1966 Typologie (nombre de pièces) T14 Surface habitable 562m² Surface de SHON 590.1 m² Altitude 78 m Station météo de référence REIMS DJU 2665 Zone climatique H1a Température de confort 21 °C Nombre d'habitants 2 Nature du chauffage existant Chaudière à fioul État de la chaudière / Ancienneté de la chaudière / Ventilation Infiltration naturelle État de ventilation / État des ponts thermiques Ponts thermiques détectés au niveau des murs Étanchéité à l'air Problème d' étanchéités détectés au niveau de la toiture 1.1 LOCALISATION : 1 Av. de Montévrain, 77144 2 Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE ontact@kynan-ingenierie.fr BOUZIOUX Marie Flore N° DE DOSSIER : TH-164 5163",225,audit
"Les certificats CEE D'ÉCONOMIES Vertigo D'ENERGIE TotalEnergies Le dispositif national des certificats d' économies d' énergie (CEE) mis en place par le Ministère de la Transition Ecologique et Solidaire impose à l'ensemble des fournisseurs d' énergie (électricité, gaz, fioul domestique, chaleur ou froid, carburants automobiles), de réaliser des économies et de promouvoir les comportements vertueux auprès des consommateurs d'énergie. Dans le cadre de son partenariat avec TotalEnergies Electricité et Gaz France, la société VERTIGO s'engage à vous apporter: une prime d' un montant de 47 426,15 euros; un bon d' achat pour des produits de consommation courante d' 'un montant de euros ; un prêt bonifié d' un montant de euros proposés par au taux effectif global (TEG) de % (valeur de la bonification = un audit ou conseil personnalisé, remis sous forme écrite au bénéficiaire (valeur =€) ; un produit ou service offert d'une valeur de € dans le cadre des travaux suivants (1 ligne par opération) : Nature des travaux Fiche CEE Conditions à respecter Voir le site du Ministère de l'Ecologie et de la Transition Ecologique et Rénovation globale d'une maison individuelle BAR-TH-164 Solidaire : https://www.ecologique-solidaire.gouv.fr/operations- tandardisees-deconomies-denergie et sur le devis au bénéfice de : Nom : MOHAMMEDI Prénom : MOHAMMED Adresse : 24 RUE DU DOCTEUR INFROY - 77290 - MITRY MORY Téléphone : 07-68-91-26-52 Vertigo Adresse E-mail : MOHAMMEDI.MOHAMMED@GMAIL.COM 18 bis rue Molitor 75016 PARIS Date de cette proposition : 06/08/2021 Signature : fix contact@vertigo.energy SAS au capital de 266 680 Immatriculée au RCS de PARIS 834 398 976 Benjamin HENRY Directeur Général de VERTIGO 1:1 Faites réaliser plusieurs devis afin de prendre une décision éclairée. Attention, seules les propositions remises avant l'acceptation du devis ou du bon de commande sont valables, et vous ne pouvez pas cumuler plusieurs offres CEE différentes pour la même opération. Où se renseigner pour bénéficier de cette offre ? ittps://www.totalenergies.fr/particuliers/electricite -et-gaz/depannage-et-services/obtenir-une-prime-pour-les-certificats-d-economie-denergi cee@totaldirectenergie.com Où s'informer sur les aides pour les travaux d' économies d' énergie ? Site du réseau FAIRE : https://www.faire.gouv.fr Tél. : 0 808 800 700 Service gratuit prix appel En cas de litige avec le porteur de l'offre ou son partenaire, vous pouvez faire appel gratuitement au médiateur de la consommation (6° de l'article L. 6111-1 du code de la consommation) Centre de Médiation et d' l'Arbitrage de Paris (CMAP) formulaire à disposition sur le site du CMAP à l'adresse www.mediateur-conso.cmap.fr, courrier électronique : consommation@cmap.fr, courrier postal à l'adresse CMAP - Service Médiation de la consommation, 39 avenue Franklin Roosevelt, 75008 Paris. p 1 sur 1",1,certificat
"RGE K KYNAN OPOiBi Bureau d' études Technique & Ingénierie Fluides et Thermique L'INGÉNIERIE \QUALIFIÉE Efficacité énergétique SOMMAIRE 1. CARACTRESTIQUES PRINCIPALES : 2 1.1 LOCALISATION : 2 2. OBJET DU PRESENT AUDIT : 3 2.1 INTRODUCTION : 3 2.2 SCÉNARIOS DE RÉFÉRENCE : 3 2.3 ATTENTES ÉMISES PAR LE DEMANDEUR ET INFORMATIONS PRÉALABLES A L'AUDIT 3 2.4 RECUEIL DES DONNÉES PRÉALABLES 4 2.5 CARACTÉRISTIQUES ARCHITECTURALES 4 2.6 ANALYSE DES FACTURES DE CONSOMMATION D'ÉNERGIE 5 2.7 DESCRIPTION DES INVESTIGATIONS SUR SITE 5 2.8 PATHOLOGIES OBSERVÉES 5 2.9 DIFFICULTÉS RENCONTRÉES : 6 2.10 LA RÉGLEMENTATION THERMIQUE / LES LABELS : 6 3. LES AMELIORATIONS 7 3.1 DESCRIPTION DES TRAVAUX PAR POSTE 7 3.2 DESCRIPTIF ET SYNTHÈSE DES SCÉNARIOS D'AMÉLIORATION : 8 3.3 VUE ECONOMIQUE 9 3.4 VUE ENERGETIQUE ET ENVIRONNEMENTALE (3 USAGES) : 9 3.5 CALCUL DES DEPERDITIONS 9 3.6 CONFORT THERMIQUE (TIC) 9 3.7 DETAILS DES CONSOMATION : 10 3.8 MÉTHODE DE CALCUL DU TAUX D'ENR & R : 13 4. CONSEILS ECONOMES EN ENERGIE 14 5. AIDES MOBILISABLES 22 6. GLOSSAIRE : 23 7. ANNEXE : DETAILS DES SCENARIOS 24 1 Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE ontact@kynan-ingenierie.fr DENIS Jean-paul N° DE DOSSIER : TH-164 04810",207,audit
"REF ENERGIE FACTURE : RSE-2021-0020 du 30/08/2021 MME PICARD LAURA Détail Quantité P.U TTC Total TTC TVA Main d'œuvre d'une isolation pour comble aménageable avec parement 30,00 m² 29,99 € 899,70 € 5,50% Mise en œuvre de l'isolant mentionné ci-dessus dans le paragraphe : BAR-TH- 164 : Forfait fourniture d'isolant pour comble aménageable Mise en œuvre du complexe de parement mentionné ci-dessus dans le paragraphe : BAR-TH- 164 : Forfait fourniture d'isolant pour comble aménageable Mise en œuvre de l'isolant conforme au DTU 45.10 Mise en œuvre du complexe de parement conforme au DTU 25.41 - Mise en place d'une isolation thermique des murs par l'intérieur Produit murs intérieur, Marque ISOVER, Référence GR 032, Epaisseur 120 mm Résistance thermique 3,75 m².K/W Respect de la norme RT 2012 Certification Acermi 02/018/100 Norme R3.75 Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro E-E176254 attribué le 01/01/2021 valable jusqu'au 10/12/2022 Date de la visite technique : 05/08/2021 GR 032 159,11 37,98 € 6043,00 € 5,50 % Fourniture de l'isolant pour l'isolation des murs en laine minérale : Marque : Isover - Référence : GR 032 - Certification ACERMI : 02/018/100 - valide jusqu'au : 31/12/2023 Conductivité thermique certifiée : D = 0.032 W/(m.K) - Résistance thermique : 3.75m2.K/V Épaisseur : 120mm - Réaction au feu : Euroclasse F - Tolérance d'épaisseur : T3 Absorption d'eau à court terme par immersion partielle : WS - Capacité Thermique Massique : 840 J/(Kg.K) Résistance à l'écoulement de l'air : AFr15 Fourniture du complexe de placoplâtre comprenant : Rails : Marque : Isopratic - Référence : C 48/30 - Modèle : C483 - Longueur : 3,00m - Qualité : DX51D Galvanisé : Z140 - Epaisseur de la tôle : 0,55mm 0,05mm Montant : Marque : Isopratic - Référence : M 48/35 - Modèle : M483 - Longueur : 3,00m - Qualité : DX51D - Galvanisé : Z140 Epaisseur de la tôle : 0,60mm 0,05mm Plaque de Plâtre : Marque : Isolava - Référence : 52626 - Modèle : BA13 STANDARD - Type de plaque : NF EN 520 Type A Longueur (mm) : 2500 - Largeur (mm) : 1200 - Epaisseur (mm) : 12,5 Résistance au feu : A2-s1, d0 - Mise en œuvre conforme au DTU 25-41. Main d'œuvre d'une isolation pour murs avec parement 159,11 m² 39,99 € 6362,81 € 5,50 % Mise en œuvre de l'isolant mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour murs Mise en œuvre du complexe de parement mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour murs Mise en œuvre de l'isolant conforme au DTU 25.42 Mise en œuvre du complexe de parement conforme au DTU 25.41 - Mise en place d'une pompe à chaleur de type air/air - La puissance Thermique Nominale est de 6.8 kW, calculée selon le règlement n °206/2012 de la commission du 6 mars 2012. - Le coefficient de Performance Saisonnier est de 4,6, calculé selon le règlement n °206/2012 de la commission du 6 mars 2012. - La surface chauffée par la PAC est de 152,00 m2 Marque : Hitachi Réf - Unité Extérieure Multisplit HITACHI 3 sorties R32 5.2/6.8KW/ UE: RAM53NP3E Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro QPAC/63711 attribué le 01/04/2021 valable jusqu'au 01/04/2022 - Unité Extérieure Multisplit HITACHI 3 sorties R32 5.2/6.8KW/UE: RAM53NP3E 2,00 3443,00= € 6886,00 € 20,00 % RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € - 4 ALLÉE DES GARAYS - 91120 PALAISEAU 2/5 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",5,facture
impots.gouv.fr L'administration fiscale certifie l'authenticité du document présenté pour les données suivantes : Impôt 2020 sur les revenus de l'année 2019 Déclarant 1 Déclarant 2 Nom DENIS DE BRITO DENIS Nom de naissance DENIS DE BRITO Prénom(s) JEAN PAUL ANA CLAUDIA Date de naissance 19/03/1961 03/01/1967 Adresse déclarée au 1er janvier 2020 5B RUE DES ANGLAIS 60330 SILLY LE LONG Date de mise en recouvrement de l'avis d'impôt 31/07/2020 Date d'établissement 07/07/2020 Nombre de part(s) 2.00 Situation de famille Marié(e)s Nombre de personne(s) à charge 0 Revenu brut global 46 100 € € Revenu imposable 46 100 € Impôt sur le revenu net avant corrections 3 636 € Montant de l'impôt 3 636 € Revenu fiscal de référence 46 100 € Ministère de l'Économie et des Finances Numéro fiscal 0649943015071 Référence avis 2060004008571,1,impots
"CERTIFICATS D'ECONOMIES D'ENERGIE ATTESTATION SUR L'HONNEUR Document à compléter de façon lisible et de préférence en majuscules. Les champs précèdés d'un astérisque (*) sont obligatoires. TOTALENERGIES ELECTRICITE ET AZ FRANCE SIREN 442395448 Vous rencontrez un problème, vous avez une question ? Vous pouvez nous contacter au N° tél : 09 87 98 64 20 I E-mail : cee.reclamation@,mail.totalenergies.fr A/ BAR-TH-164 (v.A36.2) : Rénovation thermique globale d'une maison individuelle existante *Date d' engagement de l'opération (ex : date d'acceptation du devis) : 15/12/2021 Date de preuve de réalisation de l'opération (ex date de la facture) : 04/04/2022 Référence de la facture : 2022-0764 * Pour les personnes morales : nom du site des travaux ou nom de la copropriété : *Adresse des travaux : 353.RUE DU. .F.E. DU.ROC. Complément d'adresse : PARCELLE CADASTRALE 000./.0C./.1087 *Code postal 16110 *Ville : LA.ROCHETTE *Maison individuelle existant depuis plus de 2 ans à la date d'engagement de l'opération : OUI NON *Surface habitable de la maison rénovée Shab (m²) : 12.1 Caractéristiques du bâtiment données par l' étude énergétique : *Consommation conventionnelle en énergie primaire avant les travaux de rénovation : Cep initial (kWh/m².an) : 529,42 *Consommation conventionnelle en énergie primaire après les travaux de rénovation : Cep projet (kWh/m².an) : 132,88 *Consommation conventionnelle en énergie finale avant les travaux de rénovation : Cef initial (kWh/m².an) : 493,49 * Consommation conventionnelle en énergie finale après les travaux de rénovation : Cef projet (kWh/m².an) : 51,38 * Gain énergétique du projet par rapport à la consommation conventionnelle en énergie primaire avant travaux : 7.5.% NB : les consommations conventionnelles (en kWh/m².an) du bâtiment s' entendent sans déduction de la production d'électricité (autoconsommée ou exportée) et prennent en compte les usages pour le chauffage, le refroidissement et la production 'eau chaude sanitaire. Les émissions de gaz à effet de serre après rénovation, exprimées en kgeqCO2/m².an, sont inférieures ou égales à la valeur initiale de ces émissions avant travaux : X OUI O NON NB Les données utilisées pour les hypothèses de calcul du contenu carbone sont celles de la Base Carbone de l'ADEME hébergée à l'adresse suivante : www.bilans-ges-ademe.fr. Coordonnées de l'entreprise ayant effectué l'étude énergétique de l'opération au regard des exigences de la fiche standardisée : *Raison sociale : KYNAN.TRAVAUX ET INGENIERIE *Numéro SIREN : 822203873 *Date de l'étude énergétique : 09/12/2021 *Référence de l'étude énergétique : TH164-9177.1. Logiciel de calcul utilisé pour réaliser l'étude énergétique : * Nom du logiciel et de son éditeur : BAO.PROMODUL PERRENOUD * Date et n° de version : 31/12/2022. - N°.2.0.46 NB La liste des logiciels réputés satisfaire aux exigences de la présente fiche est rendue publique sur le site Internet du ministère chargé de l'énergie, à l'adresse suivante : https://www.ecologie.gouv.fr/questions-reponses-sur-dispositif-cee. NB : Cette opération n' est pas cumulable avec d' 'autres opérations pouvant donner lieu à la délivrance de certificats d'économies d'énergie pour des travaux concernant le chauffage, la production d' 'eau chaude sanitaire, la ventilation, l'isolation de l'enveloppe de la maison ou les systèmes d' l'automatisation et de contrôle du bâtiment. 1/6",6,AH
"R.2022.04.13.75 Page 1/14 RAPPORT D'INSPECTION N° R.2022.04.13.75 Rénovation thermique globale d'une maison individuelle existante Vérifiez l'authenticité de ce Accréditation COFRAC N°3-1696 rapport en scannant le QRCode ci-dessus Portée disponible sur le site www.cofrac.fr Date de fin de validité de l'accréditation 30/09/2023 BOULOGNE-BILLANCOURT, le 13/04/2022 LIEU D'INTERVENTION CLIENT *FIBER ENERGY GEAUFFROY ODETTE 47 ROUTE DE SABLE 353 RUE DU FIEF DU ROC 53290 SAINT DENIS D'ANJOU 16110 LA ROCHETTE EQI_09.09.2",14,cofrac
"K KYNAN Bureau D'Etudes Technique & Ingénierie Fluides et Thermique OPOiBi CONTRAT D'ASSISTANCE A MAITRISE D'OUVRAGE (AMO) Accompagnement à la rénovation énergétique d'un logement Propriétaire Occupant Entre les soussignés, D'une part le client Agissant pour son propre compte ou en qualité de représentant, ci-après dénommé "" Le maître de l'ouvrage "" Mr ou Mme : MOISA PETRICIA Tel : 06-19-98-01-10 E-mail : Adresse : 6 BIS AVENUE DE LA LIBERATION Code postale : 77290 Ville : MITRY MORY Surface habitable : 92 m2 Chauffage avant travaux : COMBU / Gaz Surface des murs à isoler : 0 m2 Et, Ci-après dénommé "" L'assistant à maîtrise d'ouvrage "" La société KYNAN INGENIERIE, Société a Responsabilité Limité au capital de 10000 euros dont le siège social se situe au 62 Bis Av Henri Ginoux, 92120 MONTROUGE immatriculée au RCS de Paris sous le Siret 822 203 873 00044. La réception des courriers et l'accueil clientèle est assuré dans notre siège au 62 Bis Avenue Henri Ginoux ,92120 MONTROUGE (Rez-De-Chaussée) du lundi au vendredi de 10h à 12h puis de 13h30 à 18h30 sur rdv préalablement fixé au 01.72.69.01.88 ou par mail à l'adresse suivante : contact@kynan-ingenierie.fr Représentée par Mr MOUNTOU Vivien son gérant. Il est convenu ce qui suit : KYNAN INGENIERIE est un bureau d' Ingénierie et d' études techniques agissant en tant qu' Assistant à Maîtrise d' Ouvrage pour des travaux de rénovation énergétique auprès des entreprises, collectivités et des particuliers principalement. Son rôle est d'accompagner le maître d'ouvrage dans ses travaux d' 'amélioration de l'habitat ou des bâtiments par la rénovation globale et énergétique. Le présent contrat à vocation à régir les rapports entre le maître d' ouvrage M. MOISA PETRICIA et l'assistant à maîtrise d' ouvrage (AMO) KYNAN INGENIERIE. Article 1 - OBJET DU CONTRAT Le contrat a pour objet de confier une mission d'assistance à maîtrise d'ouvrage en vue de la réalisation des travaux de rénovation globale et énergétique pour l'amélioration de l'habitat particulièrement ou des Bâtiments. Cette mission comporte la réalisation des prestations principales suivantes : - Visite et état des lieux technique du logement intégrant l'usage du logement fait par ses occupants. - Un logement en résidence principale ou locative situé à 6 BIS AVENUE DE LA LIBERATION, 77290 MITRY MORY et pour lequel, il est titulaire du droit d' effectuer des travaux sur le bien objet du présent contrat. - Assistance pour l'identification des besoins de travaux et établissement d' une proposition de programme. - La réalisation d' un diagnostic technique : Evaluation thermique, Bilan thermique, BAO - Une assistance administrative dans le projet de travaux de rénovation énergétique de l'habit - Aide à la demande de devis et assistance à l'analyse et la compréhension des devis reçus par les entreprises RGE, en vue de leur sélection puis acceptation par le maître d'ouvrage. - La constitution et dépôt des dossiers dedemandedesubventions (collectedes pièces nécessaires) comprenant la vérification du contenu du dossier etde la recevabilité de la demande du maître de l'ouvrage au regard des règles des différentes subventions. - Lorsqu'un service en ligne est disponible pour l'octroi d' une subvention, le maître de l'ouvrage donne mandat à l'assistant à maîtrise d'ouvrage pour l'obtention de l'accès aux plateformes dématérialisées permettant l'inscription, la transmission du dossier, le suivi du dossier de demande auprès de tout organisme de subvention pour le compte du maître de l'ouvrage, Ce qui peut inclure l'aide à la création d'une adresse courriel pour obtenir l'accès à la plateforme jusqu'à la réalisation complète des travaux. Une assistance dans l'obtention de subvention pour l'opération de travaux de rénovation énergétique de l'habitat auprès d' un des organismes suivants: Bureau d'Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret 82220387300044 APE 7112 B siège au 62 Bis Av Henn Ginoux 92120 MONTROUGE contact@kynan-ingenierie.",6,amo
R.2022.04.14.45 RAPPORT D'INSPECTION Page 2/23 EliteInspection DATE DE LA VISITE : 14/04/2022 RSE ENERGIE 4 ALLEE DES GARAYS N° DE RAPPORT : R.2022.04.14.45 91120 PALAISEAU LIEU D'INTERVENTION NOM DU BENEFICIAIRE PICARD LAURA PICARD LAURA 21 RUE DE CHEVRY 21 RUE DE CHEVRY 45700 ST MAURICE SUR FESSARD 45700 ST MAURICE SUR FESSARD ENTREPRISE AYANT RÉALISÉ LES TRAVAUX PREUVE DE LA REALISATION RSE ENERGIE Date d'engagement de l'opération : 09/08/2021 SIREN : 525289971 Date de la preuve de la réalisation : 30/08/2021 4 ALLEE DES GARAYS Référence de la facture : 2021-0020 91120 PALAISEAU HABITATION ENERGIE UTILISEE POUR LE CHAUFFAGE Nature du lot : Maison individuelle Electricité Nombre de lots : 1 Combustible Bâtiment de plus de 2 ans : Oui Mixte Surface habitable : 150.3 m² DATE DE VISITE CONTROLEUR VISA 14/04/2022 YOUNES BOUMDI YB CONTENU ET CONDITIONS DE LA VÉRIFICATION Référentiel : BAR-TH-164 - Rénovation globale d' une maison individuelle existante Secteur : Bâtiments résidentiels existants Inspection d'une opération standardisée d l'économie d' énergie rentrant dans le cadre de la délivrance des certificats d'économie d' l'énergie ELITE QUALITY INSPECTION 31 Av. du Général Leclerc - 92100 BOULOGNE-BILLANCOURT Ce rapport ne peut être reproduit SIREN N°851 955005-RCS - de NANTERRE que dans son intégralité,23,cofrac
R.2022.06.30.31 RAPPORT D'INSPECTION Page 2/20 EliteInspection DATE DE LA VISITE : 30/06/2022 RSE ENERGIE 4 ALLEE DES GARAYS N° DE RAPPORT : R.2022.06.30.31 91120 PALAISEAU LIEU D'INTERVENTION NOM DU BENEFICIAIRE MEKNACI NORA MEKNACI NORA 1 AVENUE DE MONTEVRAIN 1 AVENUE DE MONTEVRAIN 77144 MONTEVRAIN 77144 MONTEVRAIN ENTREPRISE AYANT RÉALISÉ LES TRAVAUX PREUVE DE LA REALISATION RSE ENERGIE Date d'engagement de l'opération : 06/08/2021 SIREN : 525289971 Date de la preuve de la réalisation : 27/08/2021 4 ALLEE DES GARAYS Référence de la facture : 2021-0025 91120 PALAISEAU HABITATION ENERGIE UTILISEE POUR LE CHAUFFAGE Nature du lot : Maison individuelle Electricité Nombre de lots : 1 Combustible Bâtiment de plus de 2 ans : Oui Mixte Surface habitable : 210 m² DATE DE VISITE CONTROLEUR VISA 30/06/2022 BRUNO HERNANDEZ Birs CONTENU ET CONDITIONS DE LA VÉRIFICATION Référentiel : BAR-TH-164 - Rénovation globale d' une maison individuelle existante Secteur : Bâtiments résidentiels existants Inspection d'une opération standardisée d l'économie d' énergie rentrant dans le cadre de la délivrance des certificats d'économie d' l'énergie ELITE QUALITY INSPECTION 31 Av. du Général Leclerc 92100 BOULOGNE-BILLANCOUR Ce rapport ne peut être reproduit SIREN N°851 955005-RCS - de NANTERRE que dans son intégralité,20,cofrac
"B/ Bénéficiaire de l'opération d'économies d l'énergie *Nom du signataire : MOUSSA Prénom du signataire : ABDELAZI *Pour les bénéficiaires personnes morales, préciser : *Raison sociale du bénéficiaire : *Numéro SIREN du bénéficiaire : A défaut : le bénéficiaire atteste sur l'honneur qu'il est dépourvu de numéro SIREN en cochant cette case : (mentionner la raison sociale et le numéro SIREN du syndic dans le cas des copropriétés). *Fonction du signataire : PROPRIÉTAIRE *Adresse : 28 RUE MOZART Compléments d'adresse : *Code postal : 77290 *Ville MITRY MORY Pays : FRANCE Pour une opération engagée jusqu'au 31 mars 2021, indiquer les coordonnées suivantes : Téléphone : Mobile : Courriel : Pour une opération engagée à compter du 1e avril 2021, indiquer les coordonnées suivantes : *Téléphone : 0689153811 (indiquer un numéro de téléphone fixe ou de téléphone portable) *Courriel : AZIZ.MOUSSA@LAPOSTE.NET (indiquer : "" néant "" si le bénéficiaire ne dispose pas d' une adresse de courriel) *Cocher l'une des deux cases suivantes : à l'issue des opérations d' économies d' énergic : Je suis le seul propriétaire (final) ou le locataire des équipements installés ; ou le syndic de la copropriété ou prend place l'opération d' économies d' énergie ; ou l'occupant du logement où prend place l'opération d' économies d' énergie et je finance cette opération ; ou la personne recevant le service acheté ; Je suis le maître d'ouvrage, l'un des propriétaires des équipements installés, ou l'affectataire (au titre du transfert de compétence entre collectivités territoriales) des biens sur lesquels ont lieu l'opération. Le bénéficiaire ne peut prétendre qu'une seule fois à une contribution versée dans le cadre du dispositif des certificats d'économies d'énergie. En tant que bénéficiaire de l'opération l'économies d' énergie, j'atteste sur l'honneur : - que TotalEnergies Electricité et Gaz France m'a apporté une contribution individualisée (action personnalisée de sensibilisation ou d'accompagnement, aide financière ou équivalent). Cette contribution m'a incité à réaliser cette opération d' économies d' énergie ; - que je fournirai exclusivement à TotalEnergies Electricité et Gaz France l'ensemble des documents permettant de valoriser cette opération au titre du dispositif des certificats d' économies d' énergie, notamment la facture (ou à défaut une autre preuve de la réalisation effective de l'opération) ; que je ne signerai pas, pour cette opération, d' 'attestation sur l'honneur semblable avec une autre personne morale ; l'exactitude des informations que 'ai communiquées ci-dessus sur les caractéristiques de mon bien (type de bâtiment, surfaces, énergie de chauffage, ctc.) et que la ou les opérations d' économies d' énergie décrites ci-dessus ont été intégralement réalisées. Je suis informé que je suis susceptible d'être contacté par les services du ministère chargé de 'énergie (ou tout organisme désigné par le ministère chargé de l'énergie) dans le cadre d' l'un contrôle concernant la nature de l'opération et la réalisation effective de celle-ci ; - que les économies d' énergie réalisées par cette opération ne viennent pas réduire les émissions de gaz à effet de serre d' une installation classée visée à l'article L. 229-5 du code de l'environnement dont je suis l'exploitant ; - qu' aucune aide à l'investissement de l'Agence de l'environnement et de la maîtrise de l' 'énergie (ADEME) n'a été reçue ou ne sera sollicitée pour cette opération ou qu'une aide à l'investissement de l'ADEME a été reçue ou sollicitée et que le calcul et la décision d' 'attribution de cette aide prennent en compte la délivrance de certificats d' économies d' énergie. Fait à MITRY. MORY * Le 30.08.2021 *Signature du bénéficiaire Pour les personnes morales, son cachet et la signature du représentant Jason 3/6",6,AH
"ENERGIE DEVIS 2021-0046 du 06/08/2021 MME MEKHELFI SARAH Détail Quantité P.UTTC Total TTC TVA Résistance au feu : A2-s1, d0 - Mise en œuvre conforme au DTU 25-41. Main d'œuvre d'une isolation pour comble aménageable avec placoplâtre 58,00 U 29,99 € 1739,42 € 5,50% Mise en œuvre de l'isolant mentionné ci-dessus dans le paragraphe : BAR-TH- 164 : Forfait fourniture d'isolant pour comble aménageable Mise en œuvre du complexe de placoplâtre mentionné ci-dessus dans le paragraphe : BAR-TH- 164 : Forfait fourniture d'isolant pour comble aménageable Mise en œuvre de l'isolant conforme au DTU 45.10 Mise en œuvre du complexe de placoplâtre conforme au DTU 25.41 Mise en place d'une isolation thermique en Plancher 55,00 m2 0,00 € 0,00 € 5,50 % Produit plancher bas, Marque KNAUF, Référence XTherm Réno SE, Epaisseur 96 mm Résistance thermique 3 m².K/W évaluée selon la norme NF EN 12664, la norme NF EN 12667 ou la norme NF EN 12939 pour les isolants non réfléchissants Respect de la norme RT 2012 Certification Acermi 16/007/1194 Norme R3 Aucun aménagement n'a été fait Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro E-E176254 attribué le 01/01/2021 valable jusqu'au 10/12/2022 XTherm Réno SE 55,00 26,00 € 1 430,00 € 5,50 % Fourniture de l'isolant pour l'isolation des plancher bas en panneau de polystyrène expansé gris, ignifugé, : Marque : Knauf - Référence : XTherm Réno SE - Certification ACERMI : 16/007/1194 valide jusqu'au : 31/12/2023 Conforme à la norme NF EN 13163 - Conductivité thermique certifiée : D = 0.032 W/(m.K) Résistance thermique : 3.00m².K/W - Épaisseur : 96mm - Réaction au feu : Euroclasse E1 Tolérance d'épaisseur : T2 - Transmission de vapeur d'eau : MU 20 à 40 - Contrainte en compression : CS (10) 40 Fourniture du complexe d'isolation comprenant : Fixation : Marque : Hilti - Référence : HTS 8x140-M Diamètre de perçage (mm) : 8mm - profondeur d'ancrage effective (mm) 25 Diamètre de la rondelle (mm) : 60 - Epaisseur max de l'isolant (mm) : 100 Matière : Fût : Polyéthylène - Rondelle : Polypropylène - Clou en plastique : Polyamide renforcé par vibre de verre - Clou composite : Acier galvanisé ou équivalent Forfait main d'œuvre d'une isolation pour plancher bas 55,00 m² 19,99 € 1 099,45 € 5,50 % Mise en œuvre de l'isolant mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour plancher bas. Mise en œuvre du complexe d'isolation mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour plancher bas. - Mise en place d'une pompe à chaleur de type air/eau, Haute température. L'efficacité énergétique saisonnière est de : 125% calculée selon le règlement (EU) n° 813/2013 de la commission du 2 aout 2013. La surface chauffée par la PAC est de 105,00 m2 Marque : Hitachi Réf : YUTAKI S80 16KW TRI / UE: RAS-6WHNPE Dépose et remplacement d'une chaudière Fioul, autre qu'à condensation Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € 4 ALLÉE DES GARAYS - 91120 PALAISEAU 2/4 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",4,devis
"ENERGIE ATTESTATION SUR L'HONNEUR Je soussigné(e) Monsieur /Madame TROUART CLEMENT Atteste sur l'honneur que je demeure au AABARETTERIE 45130 - HUISSEAUX SUR MAUVES Fait pour servir et valoir ce que de droit. Fait à : HUISSEAUX SUR MAUVES Date : 28/08/2021 Signature : RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € - 4 ALLÉE DES GARAYS - 91120 PALAISEAU R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",1,justificatif_domicile
